Helység.megnevezése;IRSZ;Településrész;Helység.KSH.kódja;Helység.jogállása;Vármegye.megnevezése;Járás.kódja;Járás.neve;Járás.székhelye;Polgármesteri.hivatal..közös.önkormányzati.hivatal.kódja;Polgármesteri.hivatal..közös.önkormányzati.hivatal.székhelye;Terület...hektár.;Lakó.népesség;Lakások.száma;Becsült.terület.adatokkal;NemzetisegiOnkormanyzat_bolgár;NemzetisegiOnkormanyzat_görög;NemzetisegiOnkormanyzat_horvát;NemzetisegiOnkormanyzat_lengyel;NemzetisegiOnkormanyzat_német;NemzetisegiOnkormanyzat_örmény;NemzetisegiOnkormanyzat_roma;NemzetisegiOnkormanyzat_román;NemzetisegiOnkormanyzat_ruszin;NemzetisegiOnkormanyzat_szerb;NemzetisegiOnkormanyzat_szlovák;NemzetisegiOnkormanyzat_szlovén;NemzetisegiOnkormanyzat_ukrán
Mosonszentmiklós;9183;Gyártelep;33677;község;Győr-Moson-Sopron;087 0;Győri;Győr;1;–;3071;2662;1026;;;;;;;;;;;;;;
Mosonszentmiklós;9183;Mosonújhely;33677;község;Győr-Moson-Sopron;087 0;Győri;Győr;1;–;3071;2662;1026;;;;;;;;;;;;;;
Mosonszentmiklós;9154;;33677;község;Győr-Moson-Sopron;087 0;Győri;Győr;1;–;3071;2662;1026;;;;;;;;;;;;;;
Mosonszolnok;9245;;28149;község;Győr-Moson-Sopron;089 0;Mosonmagyaróvári;Mosonmagyaróvár;2;[Helyben];4390;1866;655;;;;;;;;;;;;;;
Mosonudvar;9246;;34412;község;Győr-Moson-Sopron;089 0;Mosonmagyaróvári;Mosonmagyaróvár;5;Mosonszolnok;157;381;157;;;;;;;;;;;;;;
Mozsgó;7932;;29540;község;Baranya;033 0;Szigetvári;Szigetvár;2;[Helyben];2176;862;337;;;;;;1;;1;;;;;;
Mőcsény;7163;;33349;község;Tolna;170 0;Bonyhádi;Bonyhád;5;Bonyhád;1214;340;143;;;;;;;;;;;;;;
Mucsfa;7185;;13620;község;Tolna;170 0;Bonyhádi;Bonyhád;5;Aparhant;1275;284;148;;;;;;;;;;;;;;
Mucsi;7195;;07029;község;Tolna;174 0;Tamási;Tamási;5;Hőgyész;2476;417;199;;;;;;;;;;;;;;
Múcsony;3744;;21546;nagyközség;Borsod-Abaúj-Zemplén;058 0;Kazincbarcikai;Kazincbarcika;2;[Helyben];1755;2631;1185;;;;;1;;;1;;1;;;;
Muhi;3552;;02158;község;Borsod-Abaúj-Zemplén;068 0;Tiszaújvárosi;Tiszaújváros;5;Kesznyéten;962;478;206;;;;;;;;;;;;;;
Murakeresztúr;8834;;25210;község;Zala;196 0;Nagykanizsai;Nagykanizsa;2;[Helyben];1172;1521;686;;;;1;;;;1;;;;;;
Murarátka;8868;;07968;község;Zala;195 0;Letenyei;Letenye;5;Letenye;1204;227;128;;;;;;;;1;;;;;;
Muraszemenye;8872;;33987;község;Zala;195 0;Letenyei;Letenye;5;Bázakerettye;1615;486;271;;;;;;;;;;;;;;
Murga;7176;;18917;község;Tolna;170 0;Bonyhádi;Bonyhád;5;Zomba;659;44;49;;;;;;;;;;;;;;
Murony;5672;;11989;község;Békés;045 0;Békési;Békés;2;[Helyben];3568;1079;546;;;;;;;;;;;;;;
Nábrád;4911;;19211;község;Szabolcs-Szatmár-Bereg;150 0;Fehérgyarmati;Fehérgyarmat;2;[Helyben];1763;845;366;;;;;;;;;;;;;;
Nadap;8097;;27599;község;Fejér;080 0;Gárdonyi;Gárdony;5;Kápolnásnyék;693;810;326;;;;;;;;;;;;;;
Nádasd;9915;;06716;község;Vas;177 0;Körmendi;Körmend;2;[Helyben];3560;1316;595;;;;;;;;;;;;;;
Nádasdladány;8145;;13903;község;Fejér;085 0;Székesfehérvári;Székesfehérvár;5;Úrhida;2635;1646;625;;;;;;;;;;;;;;
Nádudvar;4181;;28103;város;Hajdú-Bihar;100 0;Hajdúszoboszlói;Hajdúszoboszló;1;–;22591;7935;3622;;;;;;;;1;;;;;;
Nágocs;8674;;15909;község;Somogy;147 0;Tabi;Tab;5;Andocs;2226;577;263;;;;;;;;;;;;;;
Nagyacsád;8521;;23551;község;Veszprém;187 0;Pápai;Pápa;5;Nemesgörzsöny;1395;597;251;;;;;;;;;;;;;;
Nagyalásony;8484;;27979;község;Veszprém;186 0;Devecseri;Devecser;5;Tüskevár;1401;482;203;;;;;;;;;;;;;;
Nagyar;4922;;04710;község;Szabolcs-Szatmár-Bereg;150 0;Fehérgyarmati;Fehérgyarmat;5;Szatmárcseke;1599;594;278;;;;;;;;1;;;;;;
Nagyatád;7500;;17941;város;Somogy;145 1;Nagyatádi;Nagyatád;1;–;7060;9218;4868;;;;1;;;;1;;;;;;
Nagybajcs;9063;;02361;község;Győr-Moson-Sopron;087 0;Győri;Győr;5;Kisbajcs;774;1232;471;;;;;;;;;;;;;;
Nagybajom;7561;;21652;város;Somogy;143 0;Kaposvári;Kaposvár;2;[Helyben];10806;3140;1128;;;;;;;;1;;;;;;
Nagybakónak;8821;;12760;község;Zala;196 0;Nagykanizsai;Nagykanizsa;5;Nagyrécse;1794;373;213;;;;;;;;;;;;;;
Nagybánhegyes;5668;;26028;község;Békés;049 0;Mezőkovácsházai;Mezőkovácsháza;5;Kaszaper;4224;1014;778;;;;;;;;;;;;1;;
Nagybaracska;6527;;25955;község;Bács-Kiskun;035 0;Bajai;Baja;2;[Helyben];3795;1954;1008;;;;;;;;1;;;;;;
Nagybarca;3641;;29188;község;Borsod-Abaúj-Zemplén;058 0;Kazincbarcikai;Kazincbarcika;5;Mályinka;1439;881;354;;;;;;;;;;;;;;
Nagybárkány;3075;;16391;község;Nógrád;120 0;Salgótarjáni;Salgótarján;5;Lucfalva;884;631;242;;;;;;;;1;;;;;;
Nagyberény;8656;;29063;község;Somogy;146 0;Siófoki;Siófok;5;Ádánd;2314;1264;594;;;;;;;;;;;;;;
Nagyberki;7255;;21449;község;Somogy;143 0;Kaposvári;Kaposvár;2;[Helyben];2174;1282;506;;;;;;;;1;;;;;;
Nagybörzsöny;2634;;14775;község;Pest;137 0;Szobi;Szob;5;Kemence;5065;570;359;;;;;;1;;1;;;;;;
Nagybudmér;7756;;03984;község;Baranya;024 0;Bólyi;Bóly;5;Bóly;1022;149;78;;;;;;;;;;;;;;
Nagycenk;9485;;02495;nagyközség;Győr-Moson-Sopron;091 0;Soproni;Sopron;2;[Helyben];1945;2871;1086;;;;;;;;;;;;;;
Nagycsány;7838;;18111;község;Baranya;030 0;Sellyei;Sellye;5;Csányoszró;565;124;43;;;;;;;;;;;;;;
Nagycsécs;3598;;05582;község;Borsod-Abaúj-Zemplén;068 0;Tiszaújvárosi;Tiszaújváros;5;Sajóörös;983;731;283;;;;;;;;1;;;;;;
Nagycsepely;8628;;20598;község;Somogy;146 0;Siófoki;Siófok;5;Balatonszárszó;1980;365;185;;;;;;;;;;;;;;
Nagycserkesz;4445;;22743;község;Szabolcs-Szatmár-Bereg;157 0;Nyíregyházi;Nyíregyháza;5;Kálmánháza;4147;1516;642;;;;;;;;1;;;;;;
Nagydém;8554;;10001;község;Veszprém;187 0;Pápai;Pápa;5;Csót;1332;319;167;;;;;;;;;;;;;;
Nagydobos;4823;;21485;község;Szabolcs-Szatmár-Bereg;154 0;Mátészalkai;Mátészalka;1;–;2693;2072;739;;;;;;;;1;;;;;;
Nagydobsza;7985;;33899;község;Baranya;033 0;Szigetvári;Szigetvár;2;[Helyben];1323;556;227;;;;1;;;;1;;;;;;
Nagydorog;7044;;18388;nagyközség;Tolna;172 0;Paksi;Paks;2;[Helyben];4144;2414;1066;;;;;;;;1;;;;;;
Nagyecsed;4355;;06488;város;Szabolcs-Szatmár-Bereg;154 0;Mátészalkai;Mátészalka;2;[Helyben];4385;5987;2291;;;;;;;;1;;;;;;
Nagyér;6917;;20914;község;Csongrád-Csanád;073 0;Makói;Makó;5;Csanádalberti;1229;446;239;;;;;;;;;;;;;;
Nagyesztergár;8415;;23180;község;Veszprém;192 0;Zirci;Zirc;5;Dudar;1829;1105;403;;;;;;1;;;;;;;;
Nagyfüged;3282;;26879;község;Heves;106 0;Gyöngyösi;Gyöngyös;5;Vámosgyörk;2751;1779;693;;;;;;;;1;;;;;;
Nagygeresd;9664;;09283;község;Vas;179 0;Sárvári;Sárvár;5;Uraiújfalu;940;260;144;;;;;;;;;;;;;;
Nagygörbő;8356;;05218;község;Zala;198 0;Zalaszentgróti;Zalaszentgrót;5;Óhíd;745;196;99;;;;;;;;;;;;;;
Nagygyimót;8551;;08262;község;Veszprém;187 0;Pápai;Pápa;5;Csót;2344;497;251;;;;;;;;;;;;;;
Nagyhajmás;7343;;12858;község;Baranya;025 0;Hegyháti;Sásd;5;Mágocs;1801;262;131;;;;;;;;1;;;;;;
Nagyhalász;4485;;27155;város;Szabolcs-Szatmár-Bereg;151 0;Ibrányi;Ibrány;1;–;4430;5270;1949;;;;;;;;1;;;;;;
Nagyharsány;7822;;02653;község;Baranya;031 0;Siklósi;Siklós;2;[Helyben];2601;1325;516;;;;;;;;1;;;;;;
Nagyhegyes;4064;;09478;község;Hajdú-Bihar;100 0;Hajdúszoboszlói;Hajdúszoboszló;1;–;13277;2874;1114;;;;;;;;;;;;;;
Nagyhódos;4977;;26976;község;Szabolcs-Szatmár-Bereg;150 0;Fehérgyarmati;Fehérgyarmat;5;Méhtelek;764;108;84;;;;;;;;;;;;;;
Nagyhuta;3994;;15468;község;Borsod-Abaúj-Zemplén;065 0;Sátoraljaújhelyi;Sátoraljaújhely;5;Pálháza;3506;71;36;;;;;;;;;;;;;;
Nagyigmánd;2942;;22372;nagyközség;Komárom-Esztergom;112 0;Komáromi;Komárom;2;[Helyben];5135;2666;1159;;;;;;;;;;;;;;
Nagyiván;5363;;21689;község;Jász-Nagykun-Szolnok;168 0;Tiszafüredi;Tiszafüred;5;Tiszaigar;4316;994;493;;;;;;;;1;;;;;;
Nagykálló;4320;;24785;város;Szabolcs-Szatmár-Bereg;155 1;Nagykállói;Nagykálló;1;–;6853;9016;3634;;;;;;;;1;;;;;;
Nagykamarás;5751;;04242;község;Békés;049 0;Mezőkovácsházai;Mezőkovácsháza;2;[Helyben];4310;1051;779;;;;;;;;;;;;;;
Nagykanizsa;8800;;30933;megyei jogú város;Zala;196 1;Nagykanizsai;Nagykanizsa;1;–;14840;42042;23492;;;;1;;1;;1;;;;;;
Nagykanizsa;8808;Palin;30933;megyei jogú város;Zala;196 1;Nagykanizsai;Nagykanizsa;1;–;14840;42042;23492;;;;1;;1;;1;;;;;;
Nagykanizsa;8809;Sánc;30933;megyei jogú város;Zala;196 1;Nagykanizsai;Nagykanizsa;1;–;14840;42042;23492;;;;1;;1;;1;;;;;;
Nagykanizsa;8831;Miklósfa;30933;megyei jogú város;Zala;196 1;Nagykanizsai;Nagykanizsa;1;–;14840;42042;23492;;;;1;;1;;1;;;;;;
Nagykapornak;8935;;20589;község;Zala;197 0;Zalaegerszegi;Zalaegerszeg;2;[Helyben];2441;863;373;;;;;;;;;;;;;;
Nagykarácsony;2425;;07001;község;Fejér;078 0;Dunaújvárosi;Dunaújváros;5;Kisapostag;3046;1266;592;;;;;;;;;;;;;;
Nagykáta;2760;;13435;város;Pest;131 1;Nagykátai;Nagykáta;1;–;8161;11874;4941;;;;;;;;1;;;;;;
Nagykereki;4127;;08907;község;Hajdú-Bihar;094 0;Berettyóújfalui;Berettyóújfalu;5;Biharkeresztes;3727;1086;470;;;;;;;;1;1;;;;;
Nagykeresztúr;3129;;34281;község;Nógrád;120 0;Salgótarjáni;Salgótarján;5;Lucfalva;820;227;102;;;;;;;;;;;;;;
Nagykinizs;3844;;26505;község;Borsod-Abaúj-Zemplén;067 0;Szikszói;Szikszó;5;Szikszó;658;288;122;;;;;;;;1;;;;;;
Nagykónyi;7092;;27182;község;Tolna;174 0;Tamási;Tamási;2;[Helyben];4788;952;496;;;;;;;;1;;;;;;
Nagykorpád;7545;;32805;község;Somogy;145 0;Nagyatádi;Nagyatád;5;Lábod;3342;481;219;;;;;;;;1;;;;;;
Nagykovácsi;2094;;09991;nagyközség;Pest;123 0;Budakeszi;Budakeszi;1;–;2767;8757;3104;;;;;;1;;;;;;;;
Nagykozár;7741;;10940;község;Baranya;028 0;Pécsi;Pécs;2;[Helyben];1146;2011;710;;;;1;;1;;;;;;;;
Nagykökényes;3012;;24943;község;Heves;107 0;Hatvani;Hatvan;5;Heréd;1728;545;262;;;;;;;;;;;;;;
Nagykölked;9784;;32920;község;Vas;177 0;Körmendi;Körmend;5;Vasalja;978;180;70;;;;;;;;;;;;;;
Nagykőrös;2750;;19716;város;Pest;132 1;Nagykőrösi;Nagykőrös;1;–;22794;22940;10740;;;;;;;;1;;;;;;
Nagykörű;5065;;15574;község;Jász-Nagykun-Szolnok;167 0;Szolnoki;Szolnok;2;[Helyben];4281;1524;920;;;;;;;;1;;;;;;
Nagykutas;8911;;22178;község;Zala;197 0;Zalaegerszegi;Zalaegerszeg;5;Bagod;845;442;182;;;;;;;;;;;;;;
Nagylak;6933;;12779;község;Csongrád-Csanád;073 0;Makói;Makó;5;Apátfalva;469;354;297;;;;;;;;;1;;;;;
Nagylengyel;8983;;04455;község;Zala;197 0;Zalaegerszegi;Zalaegerszeg;5;Gellénháza;1024;500;207;;;;;;;;;;;;;;
Nagylóc;3175;;21102;község;Nógrád;121 0;Szécsényi;Szécsény;5;Rimóc;3912;1398;683;;;;;;;;1;;;;;;
Nagylók;2435;;32364;község;Fejér;084 0;Sárbogárdi;Sárbogárd;2;[Helyben];3244;984;458;;;;;;;;;;;;;;
Nagylózs;9482;;32939;község;Győr-Moson-Sopron;091 0;Soproni;Sopron;5;Sopronkövesd;1925;918;326;;;;;;;;;;;;;;
Nagymágocs;6622;;17233;nagyközség;Csongrád-Csanád;076 0;Szentesi;Szentes;1;–;7509;2661;1234;;;;;;;;;;;;;;
Nagymányok;7355;;14030;város;Tolna;170 0;Bonyhádi;Bonyhád;2;[Helyben];1068;2117;915;;;;;;1;;1;;;;;;
Nagymaros;2626;;31732;város;Pest;137 0;Szobi;Szob;1;–;3437;5011;2304;;;;;;1;;;;;;;;
Nagymizdó;9913;;15060;község;Vas;177 0;Körmendi;Körmend;5;Molnaszecsőd;676;111;69;;;;;;;;;;;;;;
Nagynyárád;7784;;14650;község;Baranya;027 0;Mohácsi;Mohács;2;[Helyben];2434;607;315;;;;;;1;;;;;;;;
Nagyoroszi;2645;;23986;község;Nógrád;119 0;Rétsági;Rétság;2;[Helyben];4003;1856;840;;;;;;;;1;;;;;;
Nagypáli;8912;;28468;község;Zala;197 0;Zalaegerszegi;Zalaegerszeg;2;[Helyben];632;566;212;;;;;;;;;;;;;;
Nagypall;7731;;19877;község;Baranya;029 0;Pécsváradi;Pécsvárad;5;Erzsébet;713;339;149;;;;;;1;;;;;;;;
Nagypeterd;7912;;27164;község;Baranya;033 0;Szigetvári;Szigetvár;2;[Helyben];1163;639;249;;;;;;;;1;;;;;;
Nagypirit;8496;;21403;község;Veszprém;186 0;Devecseri;Devecser;5;Tüskevár;1016;214;153;;;;;;;;;;;;;;
Nagyrábé;4173;;06309;nagyközség;Hajdú-Bihar;102 0;Püspökladányi;Püspökladány;2;[Helyben];8542;1857;925;;;;;;;;1;;;;;;
Nagyrada;8746;;16513;község;Zala;196 0;Nagykanizsai;Nagykanizsa;5;Garabonc;1285;435;202;;;;;;;;1;;;;;;
Nagyrákos;9938;;29869;község;Vas;177 0;Körmendi;Körmend;5;Őriszentpéter;1611;254;140;;;;;;;;;;;;;;
Nagyrécse;8756;;14979;község;Zala;196 0;Nagykanizsai;Nagykanizsa;2;[Helyben];2699;1105;436;;;;;;;;;;;;;;
Nagyréde;3214;;31486;nagyközség;Heves;106 0;Gyöngyösi;Gyöngyös;1;–;3434;3069;1261;;;;;;;;;;;;;;
Nagyrév;5463;;06318;község;Jász-Nagykun-Szolnok;165 0;Kunszentmártoni;Kunszentmárton;5;Tiszakürt;2979;590;378;;;;;;;;;;;;;;
Nagyrozvágy;3965;;33181;község;Borsod-Abaúj-Zemplén;054 0;Cigándi;Cigánd;5;Ricse;2681;578;274;;;;;;;;;;;;;;
Nagysáp;2524;;27076;község;Komárom-Esztergom;110 0;Esztergomi;Esztergom;5;Bajót;2478;1425;491;;;;;;;;;;;;;;
Nagysimonyi;9561;;26143;község;Vas;176 0;Celldömölki;Celldömölk;2;[Helyben];1567;916;420;;;;;;;;;;;;;;
Nagyszakácsi;8739;;25520;község;Somogy;144 0;Marcali;Marcali;2;[Helyben];2137;450;266;;;;;;;;;;;;;;
Nagyszékely;7085;;06761;község;Tolna;174 0;Tamási;Tamási;5;Tolnanémedi;3671;382;229;;;;;;;;;;;;;;
Nagyszekeres;4962;;27988;község;Szabolcs-Szatmár-Bereg;150 0;Fehérgyarmati;Fehérgyarmat;2;[Helyben];1051;443;200;;;;;;;;1;;;;;;
Nagyszénás;5931;;08244;nagyközség;Békés;050 0;Orosházi;Orosháza;1;–;9556;4242;2280;;;;;;;;;;;;;;
Nagyszentjános;9072;;33543;község;Győr-Moson-Sopron;087 0;Győri;Győr;2;[Helyben];3033;2042;741;;;;;;;;;;;;;;
Nagyszokoly;7097;;13709;község;Tolna;174 0;Tamási;Tamási;5;Nagykónyi;2799;871;413;;;;;;;;1;;;;;;
Nagytálya;3398;;27605;község;Heves;104 0;Egri;Eger;5;Maklár;1319;898;356;;;;;;;;;;;;;;
Nagytarcsa;2142;;23409;község;Pest;128 0;Gödöllői;Gödöllő;1;–;1214;6704;2466;;;;;;;;;;;;1;;
Nagytevel;8562;;25201;község;Veszprém;187 0;Pápai;Pápa;5;Ugod;1441;533;220;;;;;;1;;;;;;;;
Nagytilaj;9832;;24837;község;Vas;182 0;Vasvári;Vasvár;5;Győrvár;1566;159;132;;;;;;;;;;;;;;
Nagytótfalu;7800;;28927;község;Baranya;031 0;Siklósi;Siklós;5;Nagyharsány;1117;315;129;;;;;;;;;;;;;;
Nagytőke;6612;;29179;község;Csongrád-Csanád;076 0;Szentesi;Szentes;5;Szentes;5468;345;222;;;;;;;;;;;;;;
Nagyút;3357;;10418;község;Heves;105 0;Füzesabonyi;Füzesabony;5;Kompolt;1894;666;338;;;;;;;;;;;;;;
Nagyvarsány;4812;;33783;község;Szabolcs-Szatmár-Bereg;159 0;Vásárosnaményi;Vásárosnamény;5;Aranyosapáti;1255;1259;541;;;;;;;;;;;;;;
Nagyváty;7912;;14191;község;Baranya;033 0;Szigetvári;Szigetvár;5;Nagypeterd;1267;290;130;;;;;;;;;;;;;;
Nagyvázsony;8291;;19196;község;Veszprém;191 0;Veszprémi;Veszprém;2;[Helyben];7629;1691;681;;;;;;1;;1;;;;;;
Nagyvejke;7186;;16452;község;Tolna;170 0;Bonyhádi;Bonyhád;5;Aparhant;777;149;93;;;;;;;;;;;;;;
Nagyveleg;8065;;23588;község;Fejér;082 0;Móri;Mór;5;Bakonycsernye;1317;664;275;;;;;;;;;;;;;;
Nagyvenyim;2421;;26134;nagyközség;Fejér;078 0;Dunaújvárosi;Dunaújváros;1;–;4368;4294;1595;;;;;;;;1;;;;;;
Nagyvisnyó;3349;;28282;község;Heves;103 0;Bélapátfalvai;Bélapátfalva;5;Szilvásvárad;4302;800;496;;;;;;;;;;;;;;
Nak;7215;;02796;község;Tolna;171 0;Dombóvári;Dombóvár;5;Dalmand;2778;469;271;;;;;;;;;;;;;;
Napkor;4552;;08420;nagyközség;Szabolcs-Szatmár-Bereg;157 0;Nyíregyházi;Nyíregyháza;1;–;3735;3548;1342;;;;;;1;;1;;;;;;
Nárai;9797;;17367;község;Vas;181 0;Szombathelyi;Szombathely;5;Ják;1599;1513;537;;;;;;;;;;;;;;
Narda;9793;;02042;község;Vas;181 0;Szombathelyi;Szombathely;5;Sé;1035;500;200;;;;1;;;;;;;;;;
Naszály;2899;;20163;község;Komárom-Esztergom;114 0;Tatai;Tata;1;–;3022;2344;901;;;;;;;;;;;;;;
Négyes;3463;;24156;község;Borsod-Abaúj-Zemplén;060 0;Mezőkövesdi;Mezőkövesd;5;Mezőkövesd;1732;249;219;;;;;;;;;;;;;;
Nekézseny;3646;;28033;község;Borsod-Abaúj-Zemplén;062 0;Ózdi;Ózd;2;[Helyben];1410;582;330;;;;;;;;;;;;;;
Nemesapáti;8923;;06169;község;Zala;197 0;Zalaegerszegi;Zalaegerszeg;5;Nagypáli;1037;477;218;;;;;;;;;;;;;;
Nemesbikk;3592;;05245;község;Borsod-Abaúj-Zemplén;068 0;Tiszaújvárosi;Tiszaújváros;2;[Helyben];2410;918;371;;;;;;;;1;;;;;;
Nemesborzova;4942;;27119;község;Szabolcs-Szatmár-Bereg;150 0;Fehérgyarmati;Fehérgyarmat;5;Nagyszekeres;220;102;41;;;;;;;;;;;;;;
Nemesbőd;9749;;24509;község;Vas;181 0;Szombathelyi;Szombathely;2;[Helyben];914;654;253;;;;;;;;;;;;;;
Nemesbük;8371;;32948;község;Zala;193 0;Keszthelyi;Keszthely;5;Zalacsány;998;720;425;;;;;;;;;;;;;;
Nemescsó;9739;;23320;község;Vas;178 0;Kőszegi;Kőszeg;5;Lukácsháza;738;311;124;;;;;;;;;;;;;;
Nemesdéd;8722;;07913;község;Somogy;144 0;Marcali;Marcali;5;Nagyszakácsi;2661;836;313;;;;;;;;1;;;;;;
Nemesgörzsöny;8522;;05652;község;Veszprém;187 0;Pápai;Pápa;2;[Helyben];1925;618;297;;;;;;;;;;;;;;
Nemesgulács;8284;;02787;község;Veszprém;189 0;Tapolcai;Tapolca;5;Szigliget;835;941;382;;;;;;;;;;;;;;
Nemeshany;8471;;05555;község;Veszprém;188 0;Sümegi;Sümeg;5;Sümeg;1049;322;160;;;;;;;;;;;;;;
Nemeshetés;8928;;07658;község;Zala;197 0;Zalaegerszegi;Zalaegerszeg;5;Nagypáli;661;273;196;;;;;;;;;;;;;;
Nemeske;7981;;18236;község;Baranya;033 0;Szigetvári;Szigetvár;5;Nagydobsza;1057;204;109;;;;;;;;;;;;;;
Nemeskér;9471;;29328;község;Győr-Moson-Sopron;091 0;Soproni;Sopron;5;Lövő;642;198;98;;;;;;;;;;;;;;
Nemeskeresztúr;9548;;03674;község;Vas;176 0;Celldömölki;Celldömölk;5;Jánosháza;1217;271;157;;;;;;;;;;;;;;
Nemeskisfalud;8717;;25511;község;Somogy;144 0;Marcali;Marcali;5;Böhönye;282;147;42;;;;;;;;;;;;;;
Nemeskocs;9542;;02839;község;Vas;176 0;Celldömölki;Celldömölk;5;Celldömölk;793;310;145;;;;;;;;;;;;;;
Nemeskolta;9775;;24059;község;Vas;181 0;Szombathelyi;Szombathely;5;Sorkifalud;734;363;139;;;;;;;;;;;;;;
Nemesládony;9663;;26240;község;Vas;179 0;Sárvári;Sárvár;5;Uraiújfalu;567;166;95;;;;;;;;;;;;;;
Nemesmedves;9953;;31556;község;Vas;180 0;Szentgotthárdi;Szentgotthárd;5;Rátót;474;18;15;;;;;;;;;;;;;;
Nemesnádudvar;6345;;32540;község;Bács-Kiskun;035 0;Bajai;Baja;2;[Helyben];5878;1646;731;;;;;;1;;;;;;;;
Nemesnép;8976;;32665;község;Zala;194 0;Lenti;Lenti;5;Csesztreg;972;111;72;;;;;;;;;;;;;;
Nemespátró;8857;;19859;község;Zala;196 0;Nagykanizsai;Nagykanizsa;5;Surd;1225;233;149;;;;;;;;;;;;;;
Nemesrádó;8915;;18023;község;Zala;197 0;Zalaegerszegi;Zalaegerszeg;5;Nagykapornak;1402;305;174;;;;;;;;;;;;;;
Nemesrempehollós;9782;;09672;község;Vas;177 0;Körmendi;Körmend;5;Egyházasrádóc;1205;258;148;;;;;;;;;;;;;;
Nemessándorháza;8925;;25609;község;Zala;197 0;Zalaegerszegi;Zalaegerszeg;5;Zalaszentmihály;1115;305;160;;;;;;;;;;;;;;
Nemesvámos;8248;;02194;község;Veszprém;191 0;Veszprémi;Veszprém;2;[Helyben];4078;3003;1034;;;;;;;;;;;;;;
Nemesvid;8738;;17561;község;Somogy;144 0;Marcali;Marcali;5;Somogysámson;1838;607;345;;;;;;;;1;;;;;;
Nemesvita;8311;;28422;község;Veszprém;189 0;Tapolcai;Tapolca;5;Lesencetomaj;925;341;193;;;;;;;;;;;;;;
Nemesszalók;9533;;21759;község;Veszprém;187 0;Pápai;Pápa;2;[Helyben];2055;740;360;;;;;;;;;;;;;;
Nemesszentandrás;8925;;08059;község;Zala;197 0;Zalaegerszegi;Zalaegerszeg;5;Zalaszentmihály;546;232;126;;;;;;;;;;;;;;
Németbánya;8581;;10409;község;Veszprém;187 0;Pápai;Pápa;5;Adásztevel;1219;115;83;;;;;;;;;;;;;;
Németfalu;8918;;25414;község;Zala;197 0;Zalaegerszegi;Zalaegerszeg;5;Teskánd;867;202;71;;;;;;;;;;;;;;
Németkér;7039;;15006;község;Tolna;172 0;Paksi;Paks;5;Dunaszentgyörgy;6497;1499;758;;;;;;1;;;;;;;;
Nemti;3152;;27580;község;Nógrád;117 0;Bátonyterenyei;Bátonyterenye;5;Mátraverebély;1106;649;428;;;;;;;;1;;;;;;
Neszmély;2544;;33826;község;Komárom-Esztergom;114 0;Tatai;Tata;5;Tata;2772;1386;584;;;;;;;;;;;;;;
Nézsa;2618;;09797;község;Nógrád;119 0;Rétsági;Rétság;2;[Helyben];1867;1177;494;;;;;;;;;;;;1;;
Nick;9652;;10843;község;Vas;179 0;Sárvári;Sárvár;5;Répcelak;1140;559;288;;;;;;;;;;;;;;
Nikla;8706;;10959;község;Somogy;144 0;Marcali;Marcali;5;Mesztegnyő;2335;702;318;;;;;;;;1;;;;;;
Nógrád;2642;;04358;község;Nógrád;119 0;Rétsági;Rétság;2;[Helyben];2954;1661;736;;;;;;;;;;;;1;;
Nógrádkövesd;2691;;32300;község;Nógrád;116 0;Balassagyarmati;Balassagyarmat;5;Galgaguta;899;637;293;;;;;;;;;;;;;;
Nógrádmarcal;2675;;29832;község;Nógrád;116 0;Balassagyarmati;Balassagyarmat;5;Szügy;1993;417;198;;;;;;;;1;;;;;;
Nógrádmegyer;3132;;12131;község;Nógrád;121 0;Szécsényi;Szécsény;2;[Helyben];2277;1549;575;;;;;;;;1;;;;;;
Nógrádsáp;2685;;08387;község;Nógrád;119 0;Rétsági;Rétság;5;Kétbodony;1547;905;377;;;;;;;;;;;;1;;
Nógrádsipek;3179;;19497;község;Nógrád;121 0;Szécsényi;Szécsény;5;Varsány;2012;592;303;;;;;;;;;;;;;;
Nógrádszakál;3187;;27340;község;Nógrád;121 0;Szécsényi;Szécsény;5;Ludányhalászi;1872;550;249;;;;;;;;1;;;;;;
Nóráp;8591;;26523;község;Veszprém;187 0;Pápai;Pápa;5;Pápakovácsi;758;181;98;;;;;;;;;;;;;;
Noszlop;8456;;14757;község;Veszprém;186 0;Devecseri;Devecser;5;Somlóvásárhely;3405;947;414;;;;;;;;;;;;;;
Noszvaj;3325;;18810;község;Heves;104 0;Egri;Eger;5;Felsőtárkány;1884;1845;797;;;;;;;;;;;;;;
Nova;8948;;03355;község;Zala;194 0;Lenti;Lenti;5;Páka;3929;727;351;;;;;;;;;;;;;;
Novaj;3327;;29276;község;Heves;104 0;Egri;Eger;5;Ostoros;1852;1282;566;;;;;;;;;;;;;;
Novajidrány;3872;;27191;község;Borsod-Abaúj-Zemplén;056 0;Encsi;Encs;2;[Helyben];1431;1297;436;;;;;;;;1;;;;;;
Nőtincs;2610;;29425;község;Nógrád;119 0;Rétsági;Rétság;2;[Helyben];2047;1174;531;;;;;;;;;;;;;;
Nyalka;9096;;19752;község;Győr-Moson-Sopron;090 0;Pannonhalmi;Pannonhalma;5;Pázmándfalu;1286;508;202;;;;;;;;;;;;;;
Nyárád;8512;;29009;község;Veszprém;187 0;Pápai;Pápa;2;[Helyben];1979;889;350;;;;;;;;;;;;;;
